"word","class","avgRT","avgZ_RT","samplesize","n_answered","seRT","seZ_RT","accuracy","Z2.5_avgRT","Z2.5_avgZ_RT","Z2.5_samplesize","Z2.5_n_answered","Z2.5_seRT","Z2.5_seZ_RT","Z2.5_accuracy","Z3.0_avgRT","Z3.0_avgZ_RT","Z3.0_samplesize","Z3.0_n_answered","Z3.0_seRT","Z3.0_seZ_RT","Z3.0_accuracy"
"一餐","word",797.229920792033,0.361487331051832,101,126,37.5606085751063,0.119542123172511,0.801587301587302,731.361978947129,0.149184806068667,95,95,27.1962765801231,0.0877809126671721,1,749.778628865747,0.202871647777159,97,97,29.6356754363133,0.0939495169138201,1
"丁","word",889.714101129145,0.800487988900303,89,128,39.6131665738665,0.138124724471073,0.6953125,789.513000006419,0.423475467843741,78,78,25.687395254694,0.0921064571967991,1,814.685567906148,0.505587624896385,81,81,28.6589480320445,0.100276580686612,1
"丁本","nonword",662.194900824151,-0.150804369644418,121,122,22.2194234156937,0.0658006998108016,0.991803278688525,657.671916663756,-0.173838584293967,120,120,21.9362507112008,0.062153104750119,1,662.194900824151,-0.150804369644418,121,121,22.2194234156937,0.0658006998108016,1
"七月","word",625.21202013783,-0.220370938592415,149,152,16.2934651963998,0.0551809340482066,0.980263157894737,613.874795922022,-0.264247088636013,147,147,14.3884641220801,0.0461602994635445,1,619.30145270633,-0.244919278556921,148,148,15.2865571442866,0.0497548314835439,1
"万公","nonword",717.865951805286,0.124736391411992,166,181,20.283095427845,0.069313431485531,0.917127071823204,679.44018238973,-0.0168774833953551,159,159,14.1668510458781,0.0465378585016209,1,683.79622499876,0.000702987641936699,160,160,14.7365542075082,0.0494749743040457,1
"丈夫","word",633.034158729587,-0.253174930226627,126,127,26.6704167856271,0.0823555039276977,0.992125984251969,598.345154470958,-0.366132112627267,123,123,16.1292489275792,0.0478854696203422,1,598.345154470958,-0.366132112627267,123,123,16.1292489275792,0.0478854696203422,1
"三","word",788.068083332895,0.415212862194473,156,172,30.1695096871462,0.111042539071875,0.906976744186046,700.741364286235,0.0325619431172121,140,140,20.5491916758508,0.0635118566275836,1,718.451868056311,0.106511537409404,144,144,21.821198212843,0.0717927580048888,1
"三明治","word",639.282733873749,-0.135365764149941,124,124,18.6628774812968,0.064188467670197,1,627.740243904467,-0.171715494532583,123,123,14.785118301105,0.0533360982461259,1,627.740243904467,-0.171715494532583,123,123,14.785118301105,0.0533360982461259,1
"三角","word",662.190203254058,-0.0957962472619482,123,132,26.8160069827724,0.0868442076964447,0.931818181818182,624.443747901344,-0.203596609791468,119,119,17.5196932287386,0.0709114462274309,1,624.443747901344,-0.203596609791468,119,119,17.5196932287386,0.0709114462274309,1
"三重","word",850.030819444646,0.671874620915342,72,153,41.3769215142726,0.153432790728786,0.470588235294118,818.966115942239,0.500408503413176,69,69,37.2788085821539,0.122833205623299,1,818.966115942239,0.500408503413176,69,69,37.2788085821539,0.122833205623299,1
"上","word",671.798953335118,-0.0633762556226859,150,169,20.6836630887246,0.0839414567002877,0.887573964497041,651.292986396703,-0.162608399780487,147,147,17.1205017808048,0.0605962703012173,1,657.66039865078,-0.14191840850456,148,148,18.1574930187521,0.0636424648751401,1
"上仙怹","nonword",692.049257732875,0.0157042038308155,97,98,26.8422829680442,0.0876228233511365,0.989795918367347,669.239863158611,-0.0597891471110421,95,95,21.6407316595986,0.0697913692902421,1,678.10633333429,-0.0313637855910702,96,96,23.1771194733386,0.0746817291647946,1
"上仪","nonword",799.244578128009,0.403527916222794,128,144,32.1925251119664,0.0972864793470143,0.888888888888889,725.582694919225,0.152770326046288,118,118,21.2678317435877,0.062744183004735,1,740.317950416996,0.215589525148478,121,121,22.8303983233711,0.0710030211387193,1
"上况","nonword",713.870820898671,0.0966191112947287,201,208,17.9769211217642,0.0577999171554983,0.966346153846154,691.44611167802,0.031604113923626,197,197,13.3994413863244,0.0487547255029377,1,700.157718595951,0.0609295798173634,199,199,14.738606489944,0.0525098011530861,1
"上帝","word",598.008508316991,-0.346792080999244,120,124,16.9835375315102,0.0618489815850694,0.967741935483871,598.008508316991,-0.346792080999244,120,120,16.9835375315102,0.0618489815850694,1,598.008508316991,-0.346792080999244,120,120,16.9835375315102,0.0618489815850694,1
"上弃","nonword",686.195316551186,0.00407645090035825,139,145,19.6154444761845,0.0630098347757813,0.958620689655172,673.645051099031,-0.0432450014749223,137,137,17.1318720477417,0.0537368551852399,1,676.675369569673,-0.024620033035023,138,138,17.2751333318984,0.0565038853558624,1
"上校","word",729.219488891508,0.142117618535032,135,146,22.7259409330576,0.0808853701419773,0.924657534246575,704.195908401818,0.0301511817227274,131,131,19.3247837942353,0.0604106282582923,1,704.195908401818,0.0301511817227274,131,131,19.3247837942353,0.0604106282582923,1
"上洼","nonword",666.749309731374,-0.165354508878082,113,118,21.7872393617599,0.0589849023174805,0.957627118644068,666.749309731374,-0.165354508878082,113,113,21.7872393617599,0.0589849023174805,1,666.749309731374,-0.165354508878082,113,113,21.7872393617599,0.0589849023174805,1
"上湛","nonword",704.665352179204,0.0451376121549433,230,245,16.5965022084001,0.0606327733866536,0.938775510204082,675.114779284749,-0.0802760599988842,222,222,12.6627117905508,0.0418515376894693,1,688.347951332938,-0.0318507285006507,226,226,14.5085015041315,0.0476499202259118,1
"上铜","nonword",757.968555570963,0.233698109304159,99,108,35.1455005255687,0.128694015461755,0.916666666666667,700.957063845784,-0.00707428368911596,94,94,23.3235445202607,0.0760910423511898,1,700.957063845784,-0.00707428368911596,94,94,23.3235445202607,0.0760910423511898,1
"下","word",863.614999999393,0.72374199360512,178,204,28.4341234697466,0.11396585849571,0.872549019607843,770.661709876633,0.334046494624802,162,162,17.2728715186836,0.0651098306356762,1,779.693006097359,0.363445200241103,164,164,18.2569983152422,0.0675812105120794,1
"下仿","nonword",680.927062489739,-0.0254750333918168,128,139,28.9360365993567,0.101017314703356,0.920863309352518,647.264912687991,-0.146437741188235,126,126,16.7599835466009,0.0524328111181524,1,647.264912687991,-0.146437741188235,126,126,16.7599835466009,0.0524328111181524,1
"下入","nonword",704.647117655508,0.0406375203496073,153,163,21.1914759964082,0.0591846033969026,0.938650306748466,680.82376159757,-0.0194300956910825,151,151,13.084124153754,0.0410973281974625,1,680.82376159757,-0.0194300956910825,151,151,13.084124153754,0.0410973281974625,1
"下出","nonword",726.529457830129,0.121828421483616,83,90,28.7722072055654,0.0934407782520801,0.922222222222222,699.889777776555,0.0471024683501144,81,81,22.1910687180241,0.0792037192648647,1,699.889777776555,0.0471024683501144,81,81,22.1910687180241,0.0792037192648647,1
"下匠","nonword",740.355544448382,0.181956434029353,180,190,17.0988045056243,0.055801398811973,0.947368421052632,735.593491623805,0.16318115275957,179,179,16.5143033535674,0.0528423182298165,1,735.593491623805,0.16318115275957,179,179,16.5143033535674,0.0528423182298165,1
"下灭","nonword",702.375120374525,-0.00459058490376538,108,111,23.9420781372566,0.0746119822806478,0.972972972972973,689.575650947797,-0.0643523222164687,106,106,22.3012374104751,0.062793632186689,1,689.575650947797,-0.0643523222164687,106,106,22.3012374104751,0.062793632186689,1
"下炮","nonword",779.062122807811,0.436072643576096,114,129,29.8929772385698,0.115255823512255,0.883720930232558,734.517522935721,0.246727876740038,109,109,21.1956158374337,0.0750614559948403,1,734.517522935721,0.246727876740038,109,109,21.1956158374337,0.0750614559948403,1
"下白宣","nonword",684.815636366044,-0.0892337895654191,88,91,25.7841484252033,0.0695917911329496,0.967032967032967,684.815636366044,-0.0892337895654191,88,88,25.7841484252033,0.0695917911329496,1,684.815636366044,-0.0892337895654191,88,88,25.7841484252033,0.0695917911329496,1
"下肉","nonword",729.147499995794,0.13800627697236,92,99,24.9346818236286,0.0806515453308516,0.929292929292929,716.64964444041,0.0790688003604324,90,90,23.8178428147337,0.0707338727686679,1,729.147499995794,0.13800627697236,92,92,24.9346818236286,0.0806515453308516,1
"不会","word",682.858986020899,-0.027417794107406,143,149,24.1350953258194,0.0793085071024762,0.959731543624161,637.709518254848,-0.171363256790967,137,137,15.2575867234609,0.0560420329638583,1,658.339957149731,-0.107415705310061,140,140,19.2949183122773,0.0659642014252933,1
"不值","word",738.277318966821,0.240848383533569,116,124,35.3393795226002,0.124780638692345,0.935483870967742,645.744632074939,-0.0912276391963701,106,106,19.5997448900146,0.076301692117824,1,667.571731480959,-0.0387804762179331,108,108,24.8845803837013,0.0834871869287343,1
"不公","word",761.322254560991,0.362883307055779,110,127,35.2983671636982,0.141762065676597,0.866141732283465,716.220971710693,0.151780027079397,106,106,24.2815279429349,0.0777059637326137,1,721.619028049845,0.174506561148828,107,107,24.6517989012652,0.0802611256151441,1
"不厂","nonword",648.422142858541,-0.127377330700961,140,141,22.1215692061067,0.0741509258208997,0.99290780141844,626.382021899066,-0.215742396456162,137,137,15.7618955974989,0.0517917049043213,1,627.829521740377,-0.195896759709883,138,138,15.714072268885,0.0551122029336319,1
"不可靠","word",625.7368370398,-0.245268250221085,135,139,15.9419371087957,0.0590972170809475,0.971223021582734,625.7368370398,-0.245268250221085,135,135,15.9419371087957,0.0590972170809475,1,625.7368370398,-0.245268250221085,135,135,15.9419371087957,0.0590972170809475,1
"不合理","word",669.034805546638,-0.0516231804493548,108,109,28.2248054383409,0.121457045994831,0.990825688073395,623.633528838113,-0.257766872627066,104,104,14.8004747112702,0.0460051620594163,1,623.633528838113,-0.257766872627066,104,104,14.8004747112702,0.0460051620594163,1
"不同","word",648.947026557153,-0.217630841215415,113,120,22.9601427739811,0.0718478396694337,0.941666666666667,640.634473222842,-0.252100891512959,112,112,21.5945159661235,0.0636044809624921,1,640.634473222842,-0.252100891512959,112,112,21.5945159661235,0.0636044809624921,1
"不子","nonword",663.726320613797,-0.0939342352021531,131,140,16.7404198439206,0.0580203434608334,0.935714285714286,653.285457367684,-0.140159934875133,129,129,15.1455711889735,0.0486951073113399,1,657.172569234086,-0.118758356670013,130,130,15.5231734552929,0.0528465781144693,1
"不幸","word",687.656188028012,0.0527949953011145,117,124,20.1905721061368,0.0732657550974204,0.943548387096774,667.053601763318,-0.050514870296042,113,113,17.4517486005505,0.054332600519384,1,677.373886950044,-0.00095316133097289,115,115,19.0538627417362,0.0638171505017616,1
"不彼","nonword",759.004060916959,0.283461939645898,197,208,24.7769731691091,0.0857105073127581,0.947115384615385,708.90208511246,0.0915722032277044,188,188,16.3128333099102,0.0540951345698243,1,714.55435263709,0.119474045719528,190,190,16.7869134989134,0.0570503632624935,1
"不料","word",762.050990657281,0.262981749227784,214,250,21.7312346589825,0.0782288996773047,0.856,717.159887257025,0.0838940385751739,204,204,15.5690797613437,0.0525612275098656,1,727.609806766277,0.122851161866889,207,207,16.6690552122972,0.0564402738743559,1
"不校","nonword",703.040060857884,0.0380464835095461,115,120,23.4301783176768,0.0789537849792254,0.958333333333333,680.952116059861,-0.046722134080347,112,112,20.1078243251554,0.0630610236174141,1,693.833956128358,0.00191615393405692,114,114,21.7356203195447,0.0708203783257529,1
"不线","nonword",708.894267856498,0.0208028189952624,112,118,18.7516999350563,0.0630592012622526,0.949152542372881,703.299045043535,-0.00398720835775031,111,111,18.0594498049438,0.0585067789125219,1,708.894267856498,0.0208028189952624,112,112,18.7516999350563,0.0630592012622526,1
"不蝌","nonword",656.491047910395,-0.0724016715462635,167,169,11.4994610741481,0.0412433634115521,0.988165680473373,656.491047910395,-0.0724016715462635,167,167,11.4994610741481,0.0412433634115521,1,656.491047910395,-0.0724016715462635,167,167,11.4994610741481,0.0412433634115521,1
"不词","nonword",759.221152636229,0.213204373519962,190,200,23.0389412586695,0.0667270223118756,0.95,713.767163940818,0.088972160059294,183,183,15.6989996677056,0.0488906726751923,1,728.9170645212,0.131426093330859,186,186,17.7581717894215,0.053926172583357,1
"不适","word",681.977985924216,-0.0233348498324686,142,146,22.9830073232952,0.0788663037193952,0.972602739726027,648.514811603112,-0.122936953213547,138,138,15.4149674892517,0.0633037752994695,1,648.514811603112,-0.122936953213547,138,138,15.4149674892517,0.0633037752994695,1
"与杯","nonword",670.689400000555,-0.0120192425678166,160,166,19.2241055159527,0.0704531584473478,0.963855421686747,644.845122581468,-0.123817608484102,155,155,14.8543319020296,0.0512899490085986,1,646.511333333846,-0.105599537665782,156,156,14.8525611694733,0.0541186712501857,1
"丑闻","word",702.369244899499,0.0790942598319834,147,162,15.0004085328575,0.057784687463141,0.907407407407407,700.223006850866,0.061125036907044,146,146,14.9481102492658,0.0552971932008866,1,702.369244899499,0.0790942598319834,147,147,15.0004085328575,0.057784687463141,1
"丑陋","word",621.568869924473,-0.137594602093816,123,132,26.2801180110616,0.170262301220026,0.931818181818182,586.502158340044,-0.376890968732008,120,120,14.6187252198884,0.0468240997403173,1,592.38230579178,-0.351006976712559,121,121,15.6445169916249,0.0531623715687799,1
"专业","word",565.334738219173,-0.545476653864364,191,196,20.2832917415806,0.0565903920005125,0.974489795918367,539.072648936197,-0.618571868402693,188,188,12.1066029248522,0.037739195663706,1,539.072648936197,-0.618571868402693,188,188,12.1066029248522,0.037739195663706,1
"专家","word",580.561466926042,-0.397341252696731,257,266,12.4775813470055,0.0463470233705784,0.966165413533835,568.605399999972,-0.441390050505154,255,255,9.21258822391161,0.0314240670165938,1,575.294441406222,-0.429535682988923,256,256,11.3557032332965,0.0334706347739039,1
"专辑","word",623.64498304999,-0.233377039568129,118,131,19.5919659913757,0.0697915127582603,0.900763358778626,613.345538460673,-0.283243782920342,117,117,16.8093917616324,0.0492470244981299,1,613.345538460673,-0.283243782920342,117,117,16.8093917616324,0.0492470244981299,1
"世拿","nonword",665.91412067529,-0.0421224248310538,116,123,20.9997848641938,0.0754240617776236,0.943089430894309,638.478079634858,-0.141431075108324,113,113,13.9253551364137,0.0509037545934648,1,638.478079634858,-0.141431075108324,113,113,13.9253551364137,0.0509037545934648,1
"世杆","nonword",692.333852267827,0.0345708319103617,88,93,24.349326530042,0.0897724713421172,0.946236559139785,668.822674413586,-0.0442919749122262,86,86,18.1050104374522,0.0722573554561041,1,668.822674413586,-0.0442919749122262,86,86,18.1050104374522,0.0722573554561041,1
"世界","word",533.751109998972,-0.538328201749925,200,202,11.9607632061037,0.0469767905949063,0.99009900990099,528.453954772837,-0.559210093686019,199,199,10.7778299844846,0.042292457523783,1,528.453954772837,-0.559210093686019,199,199,10.7778299844846,0.042292457523783,1
"世纪","word",606.679025874804,-0.268151647646413,116,118,20.6149175827899,0.0688201020944565,0.983050847457627,590.132964923564,-0.336732749005468,114,114,15.4168353678819,0.0483867521207832,1,592.987939143279,-0.310668393733117,115,115,15.546579880664,0.0545885566956372,1
"世酱","nonword",667.315942308901,-0.0830434628542204,104,109,20.6890712195144,0.0677895440397095,0.954128440366973,667.315942308901,-0.0830434628542204,104,104,20.6890712195144,0.0677895440397095,1,667.315942308901,-0.0830434628542204,104,104,20.6890712195144,0.0677895440397095,1
"世鸡","nonword",673.429579311839,0.044292043650786,145,149,18.456793749095,0.0711309424016007,0.973154362416107,645.467714287744,-0.0728943687446378,140,140,13.6489096918802,0.049374562059726,1,658.304521128772,-0.0345496025319201,142,142,16.3322747786298,0.0556810454561986,1
"世鼻","nonword",657.181503547538,-0.115177316115439,141,145,18.7495236403242,0.0619146116179299,0.972413793103448,645.898769785632,-0.164332652121247,139,139,17.1481481283959,0.051742602464724,1,650.435628572877,-0.143612997974227,140,140,17.619342475158,0.0553927240626675,1
"业余","word",690.526941169924,0.0181767350721388,119,134,20.339222222924,0.0697399969310689,0.888059701492537,685.436254230683,-0.0154832529283733,118,118,19.859440947902,0.0615990629570168,1,685.436254230683,-0.0154832529283733,118,118,19.859440947902,0.0615990629570168,1
"业右","nonword",689.924091666351,-0.0551814218781256,120,122,28.0940615069443,0.081106079727619,0.983606557377049,647.893017241773,-0.178287488112555,116,116,18.299810282866,0.0552026898889515,1,654.82664957304,-0.152159202528256,117,117,19.4225079998355,0.0606459648144652,1
"丛林","word",667.199757844085,-0.0702011063011733,223,248,18.4174590550485,0.0612622627847582,0.899193548387097,638.803313360889,-0.182247067205649,217,217,13.8545893971355,0.0410924447357147,1,643.726233941802,-0.168093375048935,218,218,14.6432164659985,0.0432830725999349,1
"东方","word",580.256964786931,-0.363913106359984,142,145,19.3712565577451,0.0646809270654472,0.979310344827586,571.603028367065,-0.3930751192764,141,141,17.4541041099833,0.0581447887774626,1,571.603028367065,-0.3930751192764,141,141,17.4541041099833,0.0581447887774626,1
"东有","nonword",697.434639187212,0.0561180857052603,194,201,16.7342709390421,0.0730645648636695,0.965174129353234,677.060115802338,-0.0567905997127777,190,190,13.5141543639419,0.042700680933967,1,680.829015719479,-0.0422037923618085,191,191,13.9615398126178,0.0449113621493505,1
"丝中","nonword",784.258104161028,0.365763810716304,96,97,39.2836661214945,0.157387531164538,0.989690721649485,696.472727267495,-0.0262398291908746,88,88,25.0980297518012,0.0799075297245989,1,696.472727267495,-0.0262398291908746,88,88,25.0980297518012,0.0799075297245989,1
"丝绸","word",624.11288461585,-0.205512769650171,156,164,17.4593659022813,0.0637430659443646,0.951219512195122,600.361542483511,-0.291742183738296,153,153,10.8871544646193,0.0405711388056854,1,600.361542483511,-0.291742183738296,153,153,10.8871544646193,0.0405711388056854,1
"两个","word",644.231282440313,-0.184363209441137,131,134,19.7809142535038,0.0689373927145925,0.977611940298508,625.6779302299,-0.237761359965419,129,129,14.87746426337,0.0581284360440299,1,633.303484612747,-0.216423948436546,130,130,16.615739768284,0.0614997308839766,1
"丧胚","nonword",656.169157896538,-0.083556203199839,171,181,18.7058151730875,0.0639581105806253,0.94475138121547,641.227880954212,-0.146880747845003,168,168,16.6857512637819,0.0531739463942732,1,648.301325445607,-0.130591009986552,169,169,18.0320012333361,0.0553115084595275,1
"个书","nonword",654.973672904517,-0.160283896990256,107,112,22.8307017240448,0.0712162449949331,0.955357142857143,634.528028578889,-0.236174601834488,105,105,18.0616289600422,0.0470542739343398,1,634.528028578889,-0.236174601834488,105,105,18.0616289600422,0.0470542739343398,1
"个人","word",575.117427356804,-0.462657445584107,117,120,17.1514740249528,0.0558498334664037,0.975,557.228243484231,-0.517399462877588,115,115,11.4546509121855,0.0411064737148635,1,575.117427356804,-0.462657445584107,117,117,17.1514740249528,0.0558498334664037,1
"个拿","nonword",663.540310354149,-0.153866939732586,116,123,25.1589869586111,0.0757756353857087,0.943089430894309,634.945106204681,-0.25274775562079,113,113,19.2847610680517,0.0508300899515597,1,642.015763167798,-0.224841123832616,114,114,20.3806673758458,0.0575947055411888,1
"个线","nonword",674.98355479863,0.00225587995711401,146,152,22.8933313214171,0.081064518353397,0.960526315789474,632.589652486442,-0.150079410888518,141,141,13.0187739139213,0.043880701320486,1,641.118000004138,-0.128363811138688,142,142,15.4865756058476,0.0486822686194637,1
"中午","word",538.861178073462,-0.58128910755088,146,149,12.6933119655533,0.0501956886325563,0.979865771812081,530.570006887886,-0.614882242347518,145,145,9.6777920023411,0.0375556840245426,1,530.570006887886,-0.614882242347518,145,145,9.6777920023411,0.0375556840245426,1
"中尉","word",713.707572459253,0.104473051696883,138,165,22.4140261550418,0.0764608795902682,0.836363636363636,683.094582084947,-0.010883372894423,134,134,14.2967817046612,0.0491494404389207,1,687.789748143577,0.00818354445785346,135,135,14.9470543384835,0.0523777354052097,1
"中断","word",708.016354640136,0.0883376251757544,172,203,14.2948285604595,0.0531279455191543,0.847290640394089,701.648842094172,0.0675806289104896,171,171,12.8733806745423,0.0491921096371671,1,701.648842094172,0.0675806289104896,171,171,12.8733806745423,0.0491921096371671,1
"中柳","nonword",746.692800007196,0.16302580326123,110,113,36.0249728877508,0.109256470781332,0.973451327433628,692.681679252807,-0.00620018674029918,106,106,22.0300216518947,0.0707975337218291,1,692.681679252807,-0.00620018674029918,106,106,22.0300216518947,0.0707975337218291,1
"为幸","nonword",823.525895965254,0.554460070045713,173,208,24.8445755511174,0.0812446908090724,0.831730769230769,768.930943408314,0.328516208272198,159,159,18.570355643623,0.0596517263643489,1,790.088446440339,0.456190990700092,168,168,19.4997161289374,0.0701337878926831,1
"为炒","nonword",682.111395609753,-0.0413490245281293,91,92,27.1807428444868,0.0989637643508647,0.989130434782609,661.119415735951,-0.131652812306246,89,89,23.3370109926863,0.0766500265058007,1,661.119415735951,-0.131652812306246,89,89,23.3370109926863,0.0766500265058007,1
"主人","word",595.432023992975,-0.310444354942056,125,126,17.8930151943451,0.0759336242942621,0.992063492063492,586.862951212228,-0.376378356412297,123,123,17.1081131066887,0.0609502452364093,1,586.862951212228,-0.376378356412297,123,123,17.1081131066887,0.0609502452364093,1
"主支","nonword",735.565892854235,0.144589189542175,84,102,41.1960061151263,0.113906839562656,0.823529411764706,655.532544300854,-0.0652468951263278,79,79,20.717645945095,0.0707796849998733,1,655.532544300854,-0.0652468951263278,79,79,20.717645945095,0.0707796849998733,1
"主教","word",746.902770001434,0.153530124097455,100,117,31.9250215558042,0.109068061909447,0.854700854700855,709.303814433976,0.0168436693732267,97,97,23.5744558689652,0.0644579306201562,1,722.12795918465,0.043450352284459,98,98,26.6246449732311,0.0691227028704017,1
"主水","nonword",693.17993333257,0.00272074829516594,150,155,20.2681579525785,0.0685831641613845,0.967741935483871,667.252630135813,-0.091793595697575,146,146,16.0633303579849,0.0504648138963486,1,679.984229728896,-0.0538193577170578,148,148,18.2233693269918,0.0565542541680853,1
"主种","nonword",872.3959892536,0.618209953705608,93,107,39.1051038570473,0.125958704426925,0.869158878504673,795.18551807862,0.286589400436934,83,83,31.6552161660787,0.0832620583505559,1,813.104712649167,0.397242183420243,87,87,32.1515581287727,0.0963314693519981,1
"主页","word",660.005071418342,-0.132206431169757,112,114,28.0542196889598,0.093559127951196,0.982456140350877,624.589082559909,-0.257192135304559,109,109,17.4950094371856,0.0583247778465142,1,631.69838180763,-0.231633566776644,110,110,18.7363946516547,0.063191531045261,1
"主题","word",548.624911764223,-0.484755245681521,136,139,13.2443325987493,0.0492139653917133,0.97841726618705,540.413414814328,-0.50952107682089,135,135,10.4687802681685,0.0428446384311105,1,548.624911764223,-0.484755245681521,136,136,13.2443325987493,0.0492139653917133,1
"举口","nonword",806.936609372353,0.421495174258732,128,144,26.7685293299123,0.0942750723155902,0.888888888888889,754.467774996484,0.206476108898489,120,120,19.5927493863735,0.0566827056560995,1,772.757796745019,0.266660765204114,123,123,22.3713689888112,0.0652206451277085,1
"久雷","nonword",656.453961299929,-0.105956009869747,155,157,14.764733083854,0.0510408971063946,0.987261146496815,652.34037013954,-0.127640547840819,154,154,14.2724963291888,0.0465065789507911,1,652.34037013954,-0.127640547840819,154,154,14.2724963291888,0.0465065789507911,1
"义加","nonword",693.751178223045,-0.02280311985679,101,106,26.7173548569865,0.0795214099155199,0.952830188679245,667.020696974906,-0.104724302603038,99,99,18.9048971520461,0.0554137286358385,1,667.020696974906,-0.104724302603038,99,99,18.9048971520461,0.0554137286358385,1
"义务","word",618.507768754608,-0.325297404776822,160,163,22.0028297623067,0.0719197789817765,0.98159509202454,598.713369431673,-0.413299282898156,157,157,18.9029399133596,0.0500203939254705,1,598.713369431673,-0.413299282898156,157,157,18.9029399133596,0.0500203939254705,1
"义混","nonword",746.409019047325,0.112283814948842,105,112,36.1858728720859,0.106032363393979,0.9375,689.650762375122,-0.0618692499119654,101,101,20.0460690424976,0.0552152184171314,1,694.209558822407,-0.0334997483768334,102,102,20.3653676041525,0.0615935883993795,1
"乐师","word",736.307398547132,0.280688223793563,138,178,23.9663523769947,0.0894146271976512,0.775280898876405,702.935157894984,0.15544507499157,133,133,18.3727460189571,0.0703631619695808,1,713.365711110294,0.194840499967759,135,135,19.6207644829905,0.0746664757075737,1
"乐苍","nonword",729.588225493008,0.130264654518956,102,109,33.0562013117324,0.121091520379516,0.935779816513762,681.320958765637,-0.0964854305968016,97,97,25.9421137062079,0.0651063178233636,1,681.320958765637,-0.0964854305968016,97,97,25.9421137062079,0.0651063178233636,1
"乐观","word",623.4239090925,-0.279458218217209,132,135,20.8116988281877,0.0645996925400991,0.977777777777778,614.781206108656,-0.306250560985343,131,131,19.077337563952,0.0592321615584785,1,614.781206108656,-0.306250560985343,131,131,19.077337563952,0.0592321615584785,1
"乐趣","word",606.762669641536,-0.352770809068296,112,124,19.409710418266,0.0631734663058039,0.903225806451613,606.762669641536,-0.352770809068296,112,112,19.409710418266,0.0631734663058039,1,606.762669641536,-0.352770809068296,112,112,19.409710418266,0.0631734663058039,1
"乐队","word",575.461177422304,-0.411059957295207,124,132,20.6787364605824,0.0650619970117982,0.93939393939394,562.376520328174,-0.452069034607857,123,123,16.1432710443974,0.0509229215119357,1,562.376520328174,-0.452069034607857,123,123,16.1432710443974,0.0509229215119357,1
